country_id,state_id,fips,type,part_id
US,US,USDC1,county,11001
US,US,USDC1,county,24017
US,US,USDC1,county,24021
US,US,USDC1,county,24031
US,US,USDC1,county,24033
US,US,USDC1,county,51510
US,US,USDC1,county,51013
US,US,USDC1,county,51059
US,US,USDC1,county,51600
US,US,USDC1,county,51610
US,US,USDC1,county,51107
US,US,USDC1,county,51683
US,US,USDC1,county,51685
US,US,USDC1,county,51153
