country_id,state_id,fips,name,aliases,type,geo_lat,geo_long
US,CO,08101,Pueblo County,,county,38.263849,-104.661748
US,CO,08103,Rio Blanco County,,county,39.529565,-107.8012
US,CO,08105,Rio Grande County,,county,40.076913,-102.231408
US,CO,08107,Routt County,,county,39.649468,-106.59198
US,CO,08109,Saguache County,,county,37.683064,-106.571684
US,CO,08111,San Juan County,,county,37.166202,-104.518349
US,CO,08113,San Miguel County,,county,38.00374,-108.40583
US,CO,08115,Sedgwick County,,county,39.729369,-102.063198
US,CO,08117,Summit County,,county,39.63417,-106.11638
US,CO,08119,Teller County,,county,38.88217,-105.16183
US,CO,08121,Washington County,,county,39.97106,-103.20125
US,CO,08123,Weld County,,county,40.408059,-105.152172
US,CO,08125,Yuma County,,county,39.729369,-102.063198
US,CT,09001,Fairfield County,,county,41.140274,-73.270692
US,CT,09003,Hartford County,,county,41.769289,-72.686032
US,CT,09005,Litchfield County,,county,41.762301,-73.114824
US,CT,09007,Middlesex County,,county,41.689568,-73.480581
US,CT,09009,New Haven County,,county,41.306745,-72.903814
US,CT,09011,New London County,,county,41.343463,-72.105108
US,CT,09013,Tolland County,,county,41.868851,-72.366997
US,CT,09015,Windham County,,county,41.699004,-72.157488
US,DE,10001,Kent County,,county,39.09595,-75.50461
US,DE,10003,New Castle County,,county,39.690638,-75.555475
US,DE,10005,Sussex County,,county,38.6833,-75.33954
US,DC,11001,District of Columbia,,county,38.91706,-77.00025
US,FL,12001,Alachua County,,county,29.752571,-82.859591
US,FL,12003,Baker County,,county,30.165063,-85.685043
US,FL,12005,Bay County,,county,30.23765,-85.63262
US,FL,12007,Bradford County,,county,30.538828,-85.513173
US,FL,12009,Brevard County,,county,28.30031,-80.70121
US,FL,12011,Broward County,,county,26.118001,-80.324565
US,FL,12013,Calhoun County,,county,30.622209,-81.887239
US,FL,12015,Charlotte County,,county,26.89985,-81.95031
US,FL,12017,Citrus County,,county,28.84757,-82.52011
US,FL,12019,Clay County,,county,29.98307,-81.85789
US,FL,12021,Collier County,,county,28.645039,-81.331891
US,FL,12023,Columbia County,,county,30.189389,-82.637919
US,FL,12027,DeSoto County,,county,27.18632,-81.8093
US,FL,12029,Dixie County,,county,29.58124,-83.18703
US,FL,12031,Duval County,,county,30.467122,-81.64788
US,FL,12033,Escambia County,,county,30.621079,-87.037657
US,FL,12035,Flagler County,,county,29.479841,-81.130457
US,FL,12037,Franklin County,,county,30.678079,-81.456019
US,FL,12039,Gadsden County,,county,30.57947,-84.6136
US,FL,12041,Gilchrist County,,county,29.72582,-82.80037
US,FL,12043,Glades County,,county,25.563471,-80.385891
US,FL,12045,Gulf County,,county,26.449385,-80.100171
US,FL,12047,Hamilton County,,county,30.49643,-82.94796
US,FL,12049,Hardee County,,county,27.4927,-81.80993
US,FL,12051,Hendry County,,county,26.55349,-81.1659
US,FL,12053,Hernando County,,county,28.904093,-82.358528
US,FL,12055,Highlands County,,county,27.3434,-81.34097
US,FL,12057,Hillsborough County,,county,26.293969,-80.078932
US,FL,12059,Holmes County,,county,30.86789,-85.8141
US,FL,12061,Indian River County,,county,28.608024,-80.806741
US,FL,12063,Jackson County,,county,30.79539,-85.21546
US,FL,12065,Jefferson County,,county,30.42346,-83.90047
US,FL,12067,Lafayette County,,county,30.44477,-84.140579
US,FL,12069,Lake County,,county,28.76147,-81.7113
US,FL,12071,Lee County,,county,28.862555,-82.488041
US,FL,12073,Leon County,,county,30.858623,-86.068074
US,FL,12075,Levy County,,county,29.28221,-82.78861
US,FL,12077,Liberty County,,county,29.818002,-85.289329
US,FL,12079,Madison County,,county,30.463509,-83.407809
US,FL,12081,Manatee County,,county,27.688558,-82.437011
US,FL,12083,Marion County,,county,30.772534,-85.226284
