country_id,state_id,fips,population
US,KS,20133,16007
US,KS,20135,2750
US,KS,20137,5361
US,KS,20139,15949
US,KS,20141,3421
US,KS,20143,5704
US,KS,20145,6414
US,KS,20147,5234
US,KS,20149,24383
US,KS,20151,9164
US,KS,20153,2530
US,KS,20155,61998
US,KS,20157,4636
US,KS,20159,9537
US,KS,20161,74232
US,KS,20163,4920
US,KS,20165,3036
US,KS,20167,6856
US,KS,20169,54224
US,KS,20171,4823
US,KS,20173,516042
US,KS,20175,21428
US,KS,20177,176875
US,KS,20179,2521
US,KS,20181,5917
US,KS,20183,3583
US,KS,20185,4156
US,KS,20187,2006
US,KS,20189,5485
US,KS,20191,22836
US,KS,20193,7777
US,KS,20195,2803
US,KS,20197,6931
US,KS,20199,1518
US,KS,20201,5406
US,KS,20203,2119
US,KS,20205,8525
US,KS,20207,3138
US,KS,20209,165429
US,KY,00021,4467673
US,KY,21001,19202
US,KY,21003,21315
US,KY,21005,22747
US,KY,21007,7888
US,KY,21009,44249
US,KY,21011,12500
US,KY,21013,26032
US,KY,21015,133581
US,KY,21017,19788
US,KY,21019,46718
US,KY,21021,30060
US,KY,21023,8303
US,KY,21025,12630
US,KY,21027,20477
US,KY,21029,81676
US,KY,21031,12879
US,KY,21033,12747
US,KY,21035,39001
US,KY,21037,93584
US,KY,21039,4760
US,KY,21041,10631
US,KY,21043,26797
US,KY,21045,16159
US,KY,21047,70461
US,KY,21049,36263
US,KY,21051,19901
US,KY,21053,10218
US,KY,21055,8806
US,KY,21057,6614
US,KY,21059,101511
US,KY,21061,12150
US,KY,21063,7517
US,KY,21065,14106
US,KY,21067,323152
US,KY,21069,14581
US,KY,21071,35589
US,KY,21073,50991
US,KY,21075,5969
US,KY,21077,8869
US,KY,21079,17666
US,KY,21081,25069
US,KY,21083,37266
US,KY,21085,26427
US,KY,21087,10941
US,KY,21089,35098
US,KY,21091,8722
US,KY,21093,110958
US,KY,21095,26010
US,KY,21097,18886
US,KY,21099,19035
US,KY,21101,45210
US,KY,21103,16126
US,KY,21105,4380
US,KY,21107,44686
US,KY,21109,13329
US,KY,21111,766757
US,KY,21113,54115
US,KY,21115,22188
US,KY,21117,166998
US,KY,21119,14806
US,KY,21121,31145
US,KY,21123,14398
US,KY,21125,60813
US,KY,21127,15317
US,KY,21129,7403
US,KY,21131,9877
US,KY,21133,21553
US,KY,21135,13275
US,KY,21137,24549
US,KY,21139,9194
US,KY,21141,27102
US,KY,21143,8210
US,KY,21145,65418
US,KY,21147,17231
US,KY,21149,9207
US,KY,21151,92987
US,KY,21153,12161
US,KY,21155,19273
US,KY,21157,31100
US,KY,21159,11195
US,KY,21161,17070
US,KY,21163,28572
US,KY,21165,6489
US,KY,21167,21933
US,KY,21169,10071
US,KY,21171,10650
US,KY,21173,28157
US,KY,21175,13309
US,KY,21177,30622
US,KY,21179,46233
US,KY,21181,7269
US,KY,21183,23994
US,KY,21185,66799
US,KY,21187,10901
US,KY,21189,4415
US,KY,21191,14590
US,KY,21193,25758
US,KY,21195,57876
US,KY,21197,12359
US,KY,21199,64979
US,KY,21201,2108
US,KY,21203,16695
US,KY,21205,24460
US,KY,21207,17923
US,KY,21209,57004
US,KY,21211,49024
US,KY,21213,18572
US,KY,21215,19351
US,KY,21217,25769
US,KY,21219,12294
US,KY,21221,14651
US,KY,21223,8471
US,KY,21225,14381
US,KY,21227,132896
US,KY,21229,12095
US,KY,21231,20333
US,KY,21233,12942
US,KY,21235,36264
US,KY,21237,7157
US,KY,21239,26734
US,LA,00022,4648794
US,LA,22001,62045
US,LA,22003,25627
US,LA,22005,126604
US,LA,22007,21891
US,LA,22009,40144
US,LA,22011,37497
US,LA,22013,13241
US,LA,22015,127039
US,LA,22017,240204
US,LA,22019,203436
US,LA,22021,9918
US,LA,22023,6973
US,LA,22025,9494
US,LA,22027,15670
US,LA,22029,19259
US,LA,22031,27463
US,LA,22033,440059
US,LA,22035,6861
US,LA,22037,19135
US,LA,22039,33395
US,LA,22041,20015
US,LA,22043,22389
US,LA,22045,69830
US,LA,22047,32511
US,LA,22049,15744
US,LA,22051,432493
US,LA,22053,31368
US,LA,22055,244390
US,LA,22057,97614
US,LA,22059,14892
US,LA,22061,46742
US,LA,22063,140789
US,LA,22065,10951
US,LA,22067,24874
US,LA,22069,38158
US,LA,22071,390144
US,LA,22073,153279
US,LA,22075,23197
US,LA,22077,21730
US,LA,22079,129648
US,LA,22081,8442
US,LA,22083,20122
US,LA,22085,23884
US,LA,22087,47244
US,LA,22089,53100
US,LA,22091,10132
US,LA,22093,21096
US,LA,22095,42837
US,LA,22097,82124
US,LA,22099,53431
US,LA,22101,49348
US,LA,22103,260419
US,LA,22105,134758
US,LA,22107,4334
US,LA,22109,110461
US,LA,22111,22108
US,LA,22113,59511
US,LA,22115,47429
US,LA,22117,46194
US,LA,22119,38340
US,LA,22121,26465
US,LA,22123,10830
US,LA,22125,15568
US,LA,22127,13904
US,ME,00023,1344212
US,ME,23001,108277
US,ME,23003,67055
US,ME,23005,295003
US,ME,23007,30199
US,ME,23009,54987
US,ME,23011,122302
US,ME,23013,39772
US,ME,23015,34634
US,ME,23017,57975
US,ME,23019,152148
US,ME,23021,16785
US,ME,23023,35856
US,ME,23025,50484
US,ME,23027,39715
US,ME,23029,31379
US,ME,23031,207641
US,MD,00024,6045680
US,MD,24001,70416
US,MD,24003,579234
US,MD,24005,827370
US,MD,24009,92525
US,MD,24011,33406
US,MD,24013,168447
US,MD,24015,102855
US,MD,24017,163257
US,MD,24019,31929
US,MD,24021,259547
US,MD,24023,29014
US,MD,24025,255441
US,MD,24027,325690
US,MD,24029,19422
US,MD,24031,1050688
US,MD,24033,909327
US,MD,24035,50381
US,MD,24037,113510
US,MD,24039,25616
US,MD,24041,37181
US,MD,24043,151049
US,MD,24045,103609
US,MD,24047,52276
US,MD,24510,593490
US,MA,00025,6892503
US,MA,25001,212990
US,MA,25003,124944
US,MA,25005,565217
US,MA,25007,17332
US,MA,25009,789034
US,MA,25011,70180
US,MA,25013,466372
US,MA,25015,160830
US,MA,25017,1611699
US,MA,25019,11399
US,MA,25021,706775
US,MA,25023,521202
US,MA,25025,803907
US,MA,25027,830622
US,MI,00026,9986857
US,MI,26001,10405
US,MI,26003,9108
US,MI,26005,118081
US,MI,26007,28405
US,MI,26009,23324
US,MI,26011,14883
US,MI,26013,8209
US,MI,26015,61550
US,MI,26017,103126
US,MI,26019,17766
